listing_id,listing_source,source_listing_id,listing_url,street_address,cleaned_address,cleaned_unit_number,city,zipcode,county,neighborhood_region,latitude,longitude,home_status,home_type,bedrooms,base_price,base_price_date,emergency_peak_price,emergency_peak_price_date,latest_price,latest_price_date,fair_market_rent,price_ceiling,base_vs_peak_price,base_vs_latest_price,cant_calculate_price_ceiling,gouging_rule,was_ever_gouged,is_currently_gouged,was_ungouged,eo_n_17_25_applies,eo_overrides_ever_gouged,eo_overrides_currently_gouged,is_currently_unlisted,first_gouged_price,first_gouged_price_date,agent_name,agent_phone_number,broker_name,broker_phone_number,date_last_updated_at_source,scrape_job_name
7f0b1abcc479294cfa9618941e3e3399,zillow,2070160607,https://zillow.com/homedetails/601-W-73rd-St-APT-6-Los-Angeles-CA-90044/2070160607_zpid/,601 W 73rd St APT 6,601 W 73RD ST,APT 6,Los Angeles,90044,Los Angeles County,South Los Angeles,33.973938,-118.28389,FOR_RENT,APARTMENT,2.0,2450.0,2024-11-23,2748,2025-02-17,2748,2025-02-26,2290.0,2695.0,0.12163265306122449,0.12163265306122449,False,tenpercent,True,True,False,False,,,False,2748,2025-02-17,Affordable Housing,213-556-4777,Affordable Housing,213-556-4777,,2025-02-27-0000
23d6dbcaac1df20eb24dd425b2f30572,zillow,444448066,https://zillow.com/homedetails/1547-W-261st-St-14-Harbor-City-CA-90710/444448066_zpid/,1547 W 261st St #14,1547 W 261ST ST,# 14,Harbor City,90710,Los Angeles County,Harbor City,33.786213,-118.30383,FOR_RENT,APARTMENT,1.0,1700.0,2024-04-18,1900,2025-03-18,1900,2025-03-18,1810.0,1870.0,0.11764705882352941,0.11764705882352941,False,tenpercent,True,True,False,False,,,False,1900,2025-03-18,Leasing Agent,213-466-0098,Beach Front Property Management,213-466-0098,,2025-03-19-0000
35ec5461b67b6e6f951d235ca3886788,zillow,80391259,https://zillow.com/homedetails/6253-Hollywood-Blvd-APT-507-Los-Angeles-CA-90028/80391259_zpid/,6253 Hollywood Blvd APT 507,6253 HOLLYWOOD BLVD,APT 507,Los Angeles,90028,Los Angeles County,Hollywood,34.10194,-118.32637,FOR_RENT,CONDO,1.0,,,4200,2025-01-14,4200,2025-01-14,2170.0,3472.0,,,False,fmr,True,True,False,False,,,False,4200,2025-01-14,Courtney Hall,213-304-2072,Douglas Elliman,213-304-2072,,2025-01-17-1300
ab8b535be55bf6f64c22d070c6af2f38,zillow,21168830,https://zillow.com/homedetails/2948-Eckleson-St-Lakewood-CA-90712/21168830_zpid/,2948 Eckleson St,2948 ECKLESON ST,,Lakewood,90712,Los Angeles County,,33.848454,-118.154945,FOR_RENT,SINGLE_FAMILY,3.0,7900.0,2024-08-28,8900,2025-01-11,7900,2025-02-23,4280.0,8690.0,0.12658227848101267,0.0,False,tenpercent,True,False,True,False,,,False,8900,2025-01-11,,,Flynn Investment Team,310-361-2265,,2025-03-04-2330
897f7d0addb5719ab93e197d9ac297b9,zillow,443691128,https://zillow.com/homedetails/6213-S-Budlong-Ave-Los-Angeles-CA-90044/443691128_zpid/,6213 S Budlong Ave,6213 S BUDLONG AVE,,Los Angeles,90044,Los Angeles County,South Los Angeles,33.98283,-118.29598,FOR_RENT,TOWNHOUSE,1.0,1700.0,2025-01-01,1950,2025-01-07,1870,2025-03-04,1810.0,1870.0,0.14705882352941177,0.1,False,tenpercent,True,False,True,False,,,False,1950,2025-01-07,Affordable Housing,562-334-5113,Affordable Housing,562-334-5113,,2025-03-04-2330
7fca6af3c599ed0e95aec3be1ce62384,zillow,20379415,https://zillow.com/homedetails/5625-W-83rd-St-Los-Angeles-CA-90045/20379415_zpid/,5625 W 83rd St,5625 W 83RD ST,,Los Angeles,90045,Los Angeles County,Westchester,33.96369,-118.37983,FOR_RENT,SINGLE_FAMILY,3.0,4495.0,2024-11-24,4995,2025-01-14,4995,2025-01-14,4560.0,4944.5,0.11123470522803114,0.11123470522803114,False,tenpercent,True,True,False,False,,,False,4995,2025-01-14,Heather,310-738-4779,Zacha Homes,310-738-4779,,2025-01-17-1300
35d2b4ee3c1544c0bff593e06cb92f7e,zillow,20379917,https://zillow.com/homedetails/7822-Truxton-Ave-Los-Angeles-CA-90045/20379917_zpid/,7822 Truxton Ave,7822 TRUXTON AVE,,Los Angeles,90045,Los Angeles County,Westchester,33.9687,-118.39261,FOR_RENT,SINGLE_FAMILY,3.0,,,8000,2025-01-13,8000,2025-01-13,4560.0,7296.0,,,False,fmr,True,True,False,False,,,False,8000,2025-01-13,,,,301-215-2856,,2025-01-17-1300
17a928da106b3482ce3bb214bc92c0d8,zillow,20389734,https://zillow.com/homedetails/6727-W-87th-Pl-Los-Angeles-CA-90045/20389734_zpid/,6727 W 87th Pl,6727 W 87TH PL,,Los Angeles,90045,Los Angeles County,Westchester,33.95808,-118.40771,FOR_RENT,SINGLE_FAMILY,3.0,,,8499,2025-01-14,7999,2025-01-15,4560.0,7296.0,,,False,fmr,True,True,False,False,,,False,8499,2025-01-14,,,,213-214-3848,,2025-01-17-1300
ab188323085797bbe4210e4183acb722,zillow,20384201,https://zillow.com/homedetails/8025-Georgetown-Ave-Los-Angeles-CA-90045/20384201_zpid/,8025 Georgetown Ave,8025 GEORGETOWN AVE,,Los Angeles,90045,Los Angeles County,Westchester,33.965054,-118.413956,FOR_RENT,SINGLE_FAMILY,6.0,,,11950,2025-01-15,11950,2025-01-15,6578.0,10524.8,,,False,fmr,True,True,False,False,,,False,11950,2025-01-15,Erik,310-989-9166,Hollywood Estates,310-989-9166,,2025-03-20-0000
b2f6734509760cdc1303a494d0586c15,zillow,20391003,https://zillow.com/homedetails/5442-W-76th-St-Los-Angeles-CA-90045/20391003_zpid/,5442 W 76th St,5442 W 76TH ST,,Los Angeles,90045,Los Angeles County,Westchester,33.968407,-118.37549,FOR_RENT,SINGLE_FAMILY,4.0,8000.0,2024-11-23,10000,2025-01-09,9900,2025-01-16,5060.0,8800.0,0.25,0.2375,False,tenpercent,True,True,False,False,,,False,10000,2025-01-09,,,"Amir, INC",310-866-1440,,2025-01-16
5a2f5297033077f3a1c47fdc5270e541,zillow,250346310,https://zillow.com/homedetails/6566-W-85th-Pl-Los-Angeles-CA-90045/250346310_zpid/,6566 W 85th Pl,6566 W 85TH PL,,Los Angeles,90045,Los Angeles County,Westchester,33.960968,-118.403946,FOR_RENT,SINGLE_FAMILY,3.0,,,9000,2025-01-08,9000,2025-01-08,4560.0,7296.0,,,False,fmr,True,True,False,False,,,False,9000,2025-01-08,Mehrnoosh Moosh Bahri,310-433-1807,Coldwell Banker Realty,310-433-1807,,2025-01-17-1300
325c3403ca05d779d88e8adbe1d732c7,zillow,20045225,https://zillow.com/homedetails/7469-Mulholland-Dr-Los-Angeles-CA-90046/20045225_zpid/,7469 Mulholland Dr,7469 MULHOLLAND DR,,Los Angeles,90046,Los Angeles County,Hollywood Hills,34.12327,-118.358086,FOR_RENT,SINGLE_FAMILY,2.0,,,13000,2025-01-10,13000,2025-01-10,3210.0,5136.0,,,False,fmr,True,True,False,False,,,False,13000,2025-01-10,Brian Binder,562-225-8229,RE/MAX College Park Realty,562-225-8229,,2025-01-17-1300
30f3222aa8631399473aa083a86ac4bc,zillow,2055498805,https://zillow.com/homedetails/935-1-2-N-Spaulding-Ave-Los-Angeles-CA-90046/2055498805_zpid/,935 1/2 N Spaulding Ave,935 N SPAULDING AVE,,Los Angeles,90046,Los Angeles County,,34.08821,-118.357704,FOR_RENT,TOWNHOUSE,3.0,,,7995,2025-01-10,7995,2025-01-10,4080.0,6528.0,,,False,fmr,True,True,False,False,,,False,7995,2025-01-10,Melanie Tielmann,310-880-8892,Compass,310-880-8892,,2025-01-17-1300
08c948dc0dc6b2ae0f4f88af59c1372e,zillow,2062665260,https://zillow.com/homedetails/0-Non-Disclosed-100-Los-Angeles-CA-90046/2062665260_zpid/,0 Non Disclosed #100,0 NON DISCLOSED,# 100,Los Angeles,90046,Los Angeles County,Hollywood Hills,34.10724,-118.36475,FOR_RENT,TOWNHOUSE,3.0,,,6550,2025-01-09,6550,2025-01-14,4080.0,6528.0,,,False,fmr,True,True,False,False,,,False,6550,2025-01-09,,,,310-779-6033,,2025-01-17-1300
a46257cfbd2b807af2507c587ce7122f,zillow,20445930,https://zillow.com/homedetails/4014-Colonial-Ave-Los-Angeles-CA-90066/20445930_zpid/,4014 Colonial Ave,4014 COLONIAL AVE,,Los Angeles,90066,Los Angeles County,Culver West,33.998566,-118.43054,FOR_RENT,SINGLE_FAMILY,3.0,,,8700,2025-01-12,8700,2025-01-12,3980.0,6368.0,,,False,fmr,True,True,False,False,,,False,8700,2025-01-12,Olga L. Collatin,310-936-1694,The Agency,310-936-1694,,2025-01-16
65c5a6367d892f8c616c4d84e4eedec0,zillow,20784227,https://zillow.com/homedetails/811-N-Detroit-St-Los-Angeles-CA-90046/20784227_zpid/,811 N Detroit St,811 N DETROIT ST,,Los Angeles,90046,Los Angeles County,Mid City West,34.08556,-118.34554,FOR_RENT,TOWNHOUSE,3.0,5900.0,2023-12-30,6799,2025-01-10,6799,2025-01-10,4080.0,6490.0,0.15237288135593222,0.15237288135593222,False,tenpercent,True,True,False,False,,,False,6799,2025-01-10,Jacob Hausman,310-275-5156,The RFC Group,310-275-5156,,2025-01-17-1300
1f7ff158cc79e47ac907ec4af5730e30,zillow,20785146,https://zillow.com/homedetails/712-N-Vista-St-Los-Angeles-CA-90046/20785146_zpid/,712 N Vista St,712 N VISTA ST,,Los Angeles,90046,Los Angeles County,Mid City West,34.084118,-118.3519,FOR_RENT,SINGLE_FAMILY,3.0,,,7950,2025-01-10,7950,2025-01-10,4080.0,6528.0,,,False,fmr,True,True,False,False,,,False,7950,2025-01-10,Sui Yuen Wong,310-480-1019,,310-480-1019,,2025-01-17-1300
522d73437251c92f390e7078e874d994,zillow,20785905,https://zillow.com/homedetails/843-N-Spaulding-Ave-Los-Angeles-CA-90046/20785905_zpid/,843 N Spaulding Ave,843 N SPAULDING AVE,,Los Angeles,90046,Los Angeles County,Mid City West,34.086617,-118.3577,FOR_RENT,SINGLE_FAMILY,5.0,,,35000,2025-01-14,35000,2025-01-14,5198.0,8316.8,,,False,fmr,True,True,False,False,,,False,35000,2025-01-14,Or Brodsky,310-623-2319,,310-623-2319,,2025-01-17-1300
a2ea4272be1eb88538f0f4dd152cfe52,zillow,20788613,https://zillow.com/homedetails/1201-N-Vista-St-West-Hollywood-CA-90046/20788613_zpid/,1201 N Vista St,1201 N VISTA ST,,West Hollywood,90046,Los Angeles County,Plummer Park,34.092587,-118.352104,FOR_RENT,CONDO,3.0,,,18000,2025-01-14,18000,2025-01-14,4080.0,6528.0,,,False,fmr,True,True,False,False,,,False,18000,2025-01-14,Ginger Glass,310-927-9307,,310-927-9307,,2025-01-17-1300
b49bf2cd187712cd141e6a0e4eeba8dc,zillow,20785998,https://zillow.com/homedetails/714-N-Orange-Grove-Ave-Los-Angeles-CA-90046/20785998_zpid/,714 N Orange Grove Ave,714 N ORANGE GROVE AVE,,Los Angeles,90046,Los Angeles County,Mid City West,34.08431,-118.36019,FOR_RENT,SINGLE_FAMILY,4.0,11998.0,2024-12-01,14999,2025-01-08,12450,2025-03-27,4520.0,13197.8,0.25012502083680616,0.037672945490915155,False,tenpercent,True,False,True,False,,,False,14999,2025-01-08,Ricky Mcdaniel,323-868-7977,eXp Realty of California Inc,323-868-7977,,2025-03-28-0000
db6b2dda991dabf8cdb01ca509cc519f,zillow,20795550,https://zillow.com/homedetails/1329-N-Ogden-Dr-Los-Angeles-CA-90046/20795550_zpid/,1329 N Ogden Dr,1329 N OGDEN DR,,Los Angeles,90046,Los Angeles County,Hollywood,34.095306,-118.35958,FOR_RENT,SINGLE_FAMILY,4.0,,,9500,2025-01-13,9500,2025-01-13,4520.0,7232.0,,,False,fmr,True,True,False,False,,,False,9500,2025-01-13,Barbara Vallejos,310-926-5711,,310-926-5711,,2025-01-17-1300
be1b2dd10a59c7c08a27ad32a8388ad4,zillow,20795557,https://zillow.com/homedetails/1350-N-Orange-Grove-Ave-West-Hollywood-CA-90046/20795557_zpid/,1350 N Orange Grove Ave,1350 N ORANGE GROVE AVE,,West Hollywood,90046,Los Angeles County,Hollywood,34.09588,-118.36003,FOR_RENT,SINGLE_FAMILY,3.0,,,8800,2025-01-09,8800,2025-01-09,4080.0,6528.0,,,False,fmr,True,True,False,False,,,False,8800,2025-01-09,Alphonso Lascano,818-800-8848,Carolwood Estates,818-800-8848,,2025-01-15
388257f3a636dad3ef72f00965285d82,zillow,20796195,https://zillow.com/homedetails/1255-N-Harper-Ave-APT-15-West-Hollywood-CA-90046/20796195_zpid/,1255 N Harper Ave APT 15,1255 N HARPER AVE,APT 15,West Hollywood,90046,Los Angeles County,,34.09344,-118.3693,FOR_RENT,APARTMENT,1.0,1999.0,2024-12-29,2400,2025-01-15,2300,2025-01-16,2550.0,2198.9,0.20060030015007504,0.15057528764382191,False,tenpercent,True,True,False,False,,,False,2400,2025-01-15,,,,213-715-6247,,2025-01-17-1300
7c579eaf4f784119bd999edaaf8759b7,zillow,20446057,https://zillow.com/homedetails/4260-Mildred-Ave-Los-Angeles-CA-90066/20446057_zpid/,4260 Mildred Ave,4260 MILDRED AVE,,Los Angeles,90066,Los Angeles County,Culver West,33.99251,-118.43131,FOR_RENT,SINGLE_FAMILY,2.0,,,5495,2025-01-10,5495,2025-01-10,3130.0,5008.0,,,False,fmr,True,True,False,False,,,False,5495,2025-01-10,,949-762-8428,AllView Real Estate,949-762-8428,,2025-01-17-1300
f2fee9d93143051c0c105695f47d508c,zillow,20801726,https://zillow.com/homedetails/1930-Weepah-Way-Los-Angeles-CA-90046/20801726_zpid/,1930 Weepah Way,1930 WEEPAH WAY,,Los Angeles,90046,Los Angeles County,Hollywood Hills,34.10708,-118.37387,FOR_RENT,SINGLE_FAMILY,4.0,,,9000,2025-01-10,9000,2025-01-10,4520.0,7232.0,,,False,fmr,True,True,False,False,,,False,9000,2025-01-10,James Lazo,310-634-5248,"Pellego, Inc",310-634-5248,,2025-01-17-1300
85aa51285ba57a33027d2a7a428979ae,zillow,20801728,https://zillow.com/homedetails/Los-Angeles-CA-90046/20801728_zpid/,(Undisclosed Address),,,Los Angeles,90046,Los Angeles County,Hollywood Hills,,,FOR_RENT,APARTMENT,0.0,2750.0,2024-08-29,3150,2025-03-13,3150,2025-03-13,2270.0,3025.0,0.14545454545454545,0.14545454545454545,False,tenpercent,True,True,False,False,,,False,3150,2025-03-13,Shelby Wendt,831-295-7143,,831-295-7143,,2025-03-14-0001
b0a0f6f7e31748a558ed93aa096f6178,zillow,20802283,https://zillow.com/homedetails/2101-Mount-Olympus-Dr-Los-Angeles-CA-90046/20802283_zpid/,2101 Mount Olympus Dr,2101 MOUNT OLYMPUS DR,,Los Angeles,90046,Los Angeles County,Hollywood Hills,34.110542,-118.36724,FOR_RENT,SINGLE_FAMILY,6.0,,,59995,2025-01-14,59995,2025-01-14,5876.0,9401.6,,,False,fmr,True,True,False,False,,,False,59995,2025-01-14,Peter Cornell,310-466-3200,,310-466-3200,,2025-01-17-1300
9cf8a7af92ccade63df467a1fe01d66c,zillow,20801869,https://zillow.com/homedetails/7853-Willow-Glen-Rd-Los-Angeles-CA-90046/20801869_zpid/,7853 Willow Glen Rd,7853 WILLOW GLEN RD,,Los Angeles,90046,Los Angeles County,Hollywood Hills,34.117577,-118.36805,FOR_RENT,SINGLE_FAMILY,4.0,,,25000,2025-01-14,21500,2025-01-28,4520.0,7232.0,,,False,fmr,True,True,False,False,,,False,25000,2025-01-14,Avi Shabtai,747-346-1921,EssentiaLyfe,747-346-1921,,2025-03-14-0001
925d1b21d8e59977d1393f587d2627af,zillow,20801640,https://zillow.com/homedetails/Los-Angeles-CA-90046/20801640_zpid/,(Undisclosed Address),,,Los Angeles,90046,Los Angeles County,Hollywood Hills,,,FOR_RENT,SINGLE_FAMILY,2.0,,,12950,2025-01-13,7950,2025-03-14,3210.0,5136.0,,,False,fmr,True,True,False,False,,,False,12950,2025-01-13,,,,323-552-9633,,2025-03-15-0000
326f4d41d3a69806f73ca3378e85e0ef,zillow,20802462,https://zillow.com/homedetails/1914-Laurel-Canyon-Blvd-Los-Angeles-CA-90046/20802462_zpid/,1914 Laurel Canyon Blvd,1914 LAUREL CANYON BLVD,,Los Angeles,90046,Los Angeles County,Hollywood Hills,34.106297,-118.36671,FOR_RENT,SINGLE_FAMILY,6.0,33000.0,2024-12-19,45000,2025-01-14,36000,2025-03-18,5876.0,36300.0,0.36363636363636365,0.09090909090909091,False,tenpercent,True,False,True,False,,,False,45000,2025-01-14,Soar Estates,626-681-3590,The Agency,626-681-3590,,2025-03-19-0000
1ae22d200147857990d4bbbc3aeecb07,zillow,338341666,https://zillow.com/homedetails/1041-N-Spaulding-Ave-UNIT-201-West-Hollywood-CA-90046/338341666_zpid/,1041 N Spaulding Ave UNIT 201,1041 N SPAULDING AVE,UNIT 201,West Hollywood,90046,Los Angeles County,,34.08997,-118.35772,FOR_RENT,TOWNHOUSE,3.0,,,8795,2025-01-14,8795,2025-01-14,4080.0,6528.0,,,False,fmr,True,True,False,False,,,False,8795,2025-01-14,Josh Afighom,310-500-6319,Josh Afi Group,310-500-6319,,2025-01-17-1300
affc984942d2f2709519eb43a751da97,zillow,440486980,https://zillow.com/homedetails/1318-N-Vista-St-Los-Angeles-CA-90046/440486980_zpid/,1318 N Vista St,1318 N VISTA ST,,Los Angeles,90046,Los Angeles County,Hollywood,34.09496,-118.35142,FOR_RENT,TOWNHOUSE,3.0,,,8500,2025-01-15,8500,2025-01-15,4080.0,6528.0,,,False,fmr,True,True,False,False,,,False,8500,2025-01-15,Allen Roth,310-387-7087,,310-387-7087,,2025-01-17-1300
849f808a3333c6848f815417a75dab85,zillow,442583995,https://zillow.com/homedetails/7702-Hollywood-Blvd-7702-Los-Angeles-CA-90046/442583995_zpid/,7702 Hollywood Blvd #7702,7702 HOLLYWOOD BLVD,# 7702,Los Angeles,90046,Los Angeles County,Hollywood Hills,34.10154,-118.35742,FOR_RENT,APARTMENT,2.0,3495.0,2024-11-22,4052,2025-01-09,4052,2025-01-09,3210.0,3844.5,0.15937052932761087,0.15937052932761087,False,tenpercent,True,True,False,False,,,False,4052,2025-01-09,Christian,213-583-4277,,213-583-4277,,2025-01-15
97ac0da9a69a75183480ea14c6611a6c,zillow,443325667,https://zillow.com/homedetails/1203-N-Vista-St-West-Hollywood-CA-90046/443325667_zpid/,1203 N Vista St,1203 N VISTA ST,,West Hollywood,90046,Los Angeles County,Plummer Park,34.092613,-118.35206,FOR_RENT,CONDO,3.0,,,22000,2025-01-14,22000,2025-01-14,4080.0,6528.0,,,False,fmr,True,True,False,False,,,False,22000,2025-01-14,Ginger Glass,310-927-9307,,310-927-9307,,2025-01-17-1300
0222cd4dda18e0259149f2de23786649,zillow,443799682,https://zillow.com/homedetails/Los-Angeles-CA-90046/443799682_zpid/,(Undisclosed Address),,,Los Angeles,90046,Los Angeles County,Beverly Crest,,,FOR_RENT,SINGLE_FAMILY,2.0,,,7500,2025-01-07,7500,2025-01-07,3210.0,5136.0,,,False,fmr,True,True,False,False,,,False,7500,2025-01-07,Lilian Pfaff,323-218-9361,Modern California House,323-218-9361,,2025-01-17-1300
06efc975fec389a65ecd7a079653c995,zillow,448204912,https://zillow.com/homedetails/252-28th-St-Hermosa-Beach-CA-90254/448204912_zpid/,252 28th St,252 28TH ST,,Hermosa Beach,90254,Los Angeles County,,33.873966,-118.40414,FOR_RENT,SINGLE_FAMILY,2.0,,,7700,2025-03-09,7700,2025-03-09,3820.0,6112.0,,,False,fmr,True,True,False,False,,,False,7700,2025-03-09,Don Sisson,310-710-8002,Condor Realty,310-710-8002,,2025-03-10-0000
b05bd9589866e459db264def0a97426f,zillow,443993447,https://zillow.com/homedetails/7309-N-Eaton-Pl-Los-Angeles-CA-90046/443993447_zpid/,7309 N Eaton Pl,7309 N EATON PL,,Los Angeles,90046,Los Angeles County,Hollywood,34.095226,-118.34986,FOR_RENT,TOWNHOUSE,3.0,,,7495,2025-01-14,7495,2025-01-14,4080.0,6528.0,,,False,fmr,True,True,False,False,,,False,7495,2025-01-14,Hana Cohen,310-882-1670,,310-882-1670,,2025-01-17-1300
ff09d3236fe7d9ec6ce36ea76eb7dd4b,zillow,444111015,https://zillow.com/homedetails/Los-Angeles-CA-90046/444111015_zpid/,(Undisclosed Address),,,Los Angeles,90046,Los Angeles County,Hollywood,,,FOR_RENT,SINGLE_FAMILY,10.0,,,19000,2025-01-14,19000,2025-01-14,8588.0,13740.8,,,False,fmr,True,True,False,False,,,False,19000,2025-01-14,,,,818-784-4781,,2025-01-17-1300
17ff6612bb2f71cb24947e099a897215,zillow,20457041,https://zillow.com/homedetails/12114-Dewey-St-Los-Angeles-CA-90066/20457041_zpid/,12114 Dewey St,12114 DEWEY ST,,Los Angeles,90066,Los Angeles County,Mar Vista,34.017708,-118.44092,FOR_RENT,SINGLE_FAMILY,3.0,,,14900,2025-01-15,14900,2025-01-15,3980.0,6368.0,,,False,fmr,True,True,False,False,,,False,14900,2025-01-15,Mariya Shmagliy,323-686-8000,"Sync Brokerage, Inc.",323-686-8000,,2025-01-16
c9c35de27976867afda9d7dace9eba15,zillow,20513498,https://zillow.com/homedetails/201-S-Swall-Dr-Beverly-Hills-CA-90211/20513498_zpid/,201 S Swall Dr,201 S SWALL DR,,Beverly Hills,90211,Los Angeles County,Southeast Doheny,34.064827,-118.38591,FOR_RENT,SINGLE_FAMILY,4.0,,,8975,2025-02-22,8975,2025-02-22,5100.0,8160.0,,,False,fmr,True,True,False,False,,,False,8975,2025-02-22,Jennifer Westbay,310-739-7858,Coldwell Banker Realty,310-739-7858,,2025-02-23-0000
